20260315T,68299.08,69056.61,67632.77,0,40167454.86
20260316T,83673.52,82828.33,81983.15,80292.77,101708417.8
20260317T,75179.71,72563.58,70466.04,73629.61,139664820.10999998
20260318T,71170.24,69695.25,76729.81,75954.76,292104610.56
20260319T,77504.85,73296.54,84518.71,71882.17,917586812.81
