20260315T,72542.64,71883.3,73279.1,0,43514742.769999996
20260316T,57027.92,57592.56,58157.19,59286.46,110184119.28999999
20260317T,65381.46,68362.31,70477.23,66651.0,151303555.10999998
20260318T,69772.84,71124.13,64111.92,64746.69,316446661.44
20260319T,63477.15,67685.46,56463.29,69079.22,994052380.56
